costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,weburl
A,USD,STD,INDL,C,001075,2010-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2011-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2012-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2013-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2014-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2015-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2016-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2017-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2018-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2019-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2020-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2021-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2022-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2023-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2024-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001075,2025-12-31,PINNACLE WEST CAPITAL CORP,PNW,www.pinnaclewest.com
A,USD,STD,INDL,C,001078,2010-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2011-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2012-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2013-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2014-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2015-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2016-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2017-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2018-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2019-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2020-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2021-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2022-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2023-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2024-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001078,2025-12-31,ABBOTT LABORATORIES,ABT,www.abbott.com
A,USD,STD,INDL,C,001161,2010-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2011-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2012-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2013-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2014-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2015-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2016-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2017-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2018-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2019-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2020-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2021-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2022-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2023-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2024-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001161,2025-12-31,ADVANCED MICRO DEVICES,AMD,www.amd.com
A,USD,STD,INDL,C,001209,2010-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2011-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2012-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2013-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2014-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2015-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2016-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2017-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2018-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2019-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2020-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2021-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2022-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2023-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2024-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001209,2025-09-30,AIR PRODUCTS & CHEMICALS INC,APD,www.airproducts.com
A,USD,STD,INDL,C,001300,2010-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2011-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2012-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2013-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2014-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2015-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2016-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2017-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2018-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2019-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2020-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2021-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2022-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2023-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2024-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001300,2025-12-31,HONEYWELL INTERNATIONAL INC,HON,www.honeywell.com
A,USD,STD,INDL,C,001327,2010-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2011-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2012-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2013-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2014-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2015-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2016-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2017-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2018-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2019-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2020-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2021-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2022-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2023-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2024-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001327,2025-09-30,SKYWORKS SOLUTIONS INC,SWKS,www.skyworksinc.com
A,USD,STD,INDL,C,001440,2010-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2011-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2012-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2013-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2014-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2015-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2016-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2017-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2018-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2019-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2020-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2021-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2022-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2023-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2024-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,INDL,C,001440,2025-12-31,AMERICAN ELECTRIC POWER CO,AEP,www.aep.com
A,USD,STD,FS,C,001447,2010-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2010-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2011-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2011-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2012-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2012-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2013-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2013-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2014-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2014-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2015-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2015-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2016-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2016-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2017-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2017-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2018-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2018-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2019-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2019-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2020-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2020-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2021-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2021-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2022-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2022-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2023-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2023-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2024-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2024-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001447,2025-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,INDL,C,001447,2025-12-31,AMERICAN EXPRESS CO,AXP,www.americanexpress.com
A,USD,STD,FS,C,001449,2010-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2010-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2011-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2011-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2012-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2012-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2013-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2013-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2014-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2014-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2015-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2015-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2016-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2016-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2017-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2017-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2018-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2018-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2019-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2019-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2020-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2020-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2021-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2021-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2022-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2022-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2023-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2023-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2024-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2024-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001449,2025-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,INDL,C,001449,2025-12-31,AFLAC INC,AFL,www.aflac.com
A,USD,STD,FS,C,001487,2010-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2010-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2011-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2011-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2012-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2012-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2013-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2013-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2014-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2014-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2015-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2015-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2016-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2016-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2017-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2017-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2018-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2018-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2019-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2019-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2020-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2020-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2021-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2021-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2022-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2022-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2023-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2023-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2024-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2024-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,FS,C,001487,2025-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001487,2025-12-31,AMERICAN INTERNATIONAL GROUP,AIG,www.aig.com
A,USD,STD,INDL,C,001598,2010-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2011-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2012-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2013-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2014-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2015-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2016-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2017-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2018-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2019-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2020-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2021-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2022-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2023-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2024-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001598,2025-12-31,AMETEK INC,AME,www.ametek.com
A,USD,STD,INDL,C,001602,2010-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2011-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2012-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2013-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2014-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2015-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2016-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2017-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2018-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2019-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2020-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2021-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2022-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2023-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2024-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001602,2025-12-31,AMGEN INC,AMGN,www.amgen.com
A,USD,STD,INDL,C,001632,2010-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2011-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2012-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2013-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2014-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2015-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2016-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2017-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2018-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2019-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2020-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2021-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2022-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2023-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2024-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001632,2025-10-31,ANALOG DEVICES INC,ADI,www.analog.com
A,USD,STD,INDL,C,001678,2010-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2011-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2012-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2013-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2014-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2015-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2016-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2017-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2018-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2019-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2020-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2021-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2022-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2023-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2024-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001678,2025-12-31,APA CORP,APA,www.apacorp.com
A,USD,STD,INDL,C,001690,2010-09-30,APPLE INC,AAPL,www.apple.com
A,USD,STD,INDL,C,001690,2011-09-30,APPLE INC,AAPL,www.apple.com
A,USD,STD,INDL,C,001690,2012-09-30,APPLE INC,AAPL,www.apple.com
