costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,weburl
A,USD,STD,INDL,C,005492,2018-06-30,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2019-06-30,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2020-12-31,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2021-12-31,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2022-12-31,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2023-12-31,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2024-12-31,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005492,2025-12-31,L3HARRIS TECHNOLOGIES INC,LHX,www.l3harris.com
A,USD,STD,INDL,C,005518,2010-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2011-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2012-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2013-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2014-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2015-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2016-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2017-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2018-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2019-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2020-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2021-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2022-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2023-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2024-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,INDL,C,005518,2025-12-31,HASBRO INC,HAS,corporate.hasbro.com
A,USD,STD,FS,C,005543,2010-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2010-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2011-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2011-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2012-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2012-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2013-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2013-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2014-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2014-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2015-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2015-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2016-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2016-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2017-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2017-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2018-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2018-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2019-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2019-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2020-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2020-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2021-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2021-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2022-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2022-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2023-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2023-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2024-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2024-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,FS,C,005543,2025-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005543,2025-12-31,WELLTOWER INC,WELL,www.welltower.com
A,USD,STD,INDL,C,005568,2010-04-30,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2011-04-30,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2012-04-30,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2013-04-30,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2013-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2014-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2015-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2016-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2017-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2018-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2019-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2020-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2021-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2022-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2023-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2024-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005568,2025-12-31,KRAFT HEINZ CO,KHC,www.kraftheinzcompany.com
A,USD,STD,INDL,C,005597,2010-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2011-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2012-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2013-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2014-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2015-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2016-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2017-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2018-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2019-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2020-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2021-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2022-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2023-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2024-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005597,2025-12-31,HERSHEY CO,HSY,www.thehersheycompany.com
A,USD,STD,INDL,C,005606,2010-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2011-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2012-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2013-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2014-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2015-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2016-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2017-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2018-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2019-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2020-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2021-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2022-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2023-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2024-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005606,2025-10-31,HP INC,HPQ,www.hp.com
A,USD,STD,INDL,C,005643,2010-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2011-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2012-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2013-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2014-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2015-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2016-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2017-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2018-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2019-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2020-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2021-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2022-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2023-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2024-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005643,2025-12-31,HILTON WORLDWIDE HOLDINGS,HLT,www.hilton.com
A,USD,STD,INDL,C,005680,2010-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2011-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2012-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2013-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2014-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2015-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2016-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2017-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2018-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2019-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2020-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2021-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2022-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2023-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2024-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2025-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005680,2026-01-31,HOME DEPOT INC,HD,www.homedepot.com
A,USD,STD,INDL,C,005709,2010-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2011-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2012-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2013-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2014-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2015-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2016-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2017-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2018-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2019-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2020-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2021-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2022-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2023-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2024-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005709,2025-10-31,HORMEL FOODS CORP,HRL,www.hormelfoods.com
A,USD,STD,INDL,C,005742,2010-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2011-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2012-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2013-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2014-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2015-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2016-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2017-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2018-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2019-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2020-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2021-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2022-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2023-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2024-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005742,2025-12-31,CENTERPOINT ENERGY INC,CNP,www.centerpointenergy.com
A,USD,STD,INDL,C,005764,2010-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2011-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2012-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2013-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2014-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2015-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2016-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2017-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2018-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2019-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2020-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2021-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2022-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2023-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2024-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005764,2025-12-31,HUBBELL INC,HUBB,www.hubbell.com
A,USD,STD,INDL,C,005783,2010-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2011-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2012-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2013-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2014-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2015-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2016-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2017-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2018-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2019-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2020-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2021-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2022-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2023-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2024-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,INDL,C,005783,2025-12-31,HUNT (JB) TRANSPRT SVCS INC,JBHT,www.jbhunt.com
A,USD,STD,FS,C,005786,2010-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2010-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2011-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2011-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2012-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2012-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2013-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2013-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2014-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2014-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2015-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2015-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2016-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2016-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2017-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2017-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2018-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2018-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2019-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2019-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2020-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2020-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2021-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2021-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2022-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2022-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2023-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2023-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2024-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2024-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,FS,C,005786,2025-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005786,2025-12-31,HUNTINGTON BANCSHARES,HBAN,www.huntington.com
A,USD,STD,INDL,C,005878,2010-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2011-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2012-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2013-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2014-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2015-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2016-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2017-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2018-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2019-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2020-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2021-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2022-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2023-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2024-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005878,2025-12-31,ILLINOIS TOOL WORKS,ITW,www.itw.com
A,USD,STD,INDL,C,005959,2010-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2011-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2012-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2013-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2014-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2015-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2016-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2017-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2018-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2019-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2020-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2021-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2022-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2023-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2024-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,005959,2025-12-31,TRANE TECHNOLOGIES PLC,TT,www.tranetechnologies.com
A,USD,STD,INDL,C,006008,2010-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2011-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2012-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2013-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2014-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2015-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2016-12-31,INTEL CORP,INTC,www.intel.com
A,USD,STD,INDL,C,006008,2017-12-31,INTEL CORP,INTC,www.intel.com
